nickname,userProvince,userLevelName,userClientShow,isMobile,score,creationTime,referenceTime,days,referenceId,content
1***7,山东,银牌会员,来自京东Android客户端,TRUE,5,2016/12/5 15:53,2016/12/1 14:36,4,1665416,快递给力，整体不错，脱水时声音有点大。烘干效果不错
j***c,,金牌会员,来自京东iPhone客户端,TRUE,5,2016/12/5 15:33,2016/12/1 22:17,4,1665416,刚到，还没用，不过物流很快
加***丁,北京,金牌会员,来自京东Android客户端,TRUE,5,2016/12/5 15:31,2016/11/5 9:03,30,1665416,产品不错，很喜欢，但是配送人员最后没有给我装底板。送货的时候还要让我买洗衣机下面的架子。对产品十分满意，但是对安装人员的感觉还是一般。
i***哥,,钻石会员,来自京东Android客户端,TRUE,5,2016/12/5 15:30,2016/11/11 0:11,24,1665416,双11买的，比店里优惠太多了，送货也很快
y***r,四川,钻石会员,来自京东iPhone客户端,TRUE,5,2016/12/5 15:29,2016/11/11 9:17,24,1665416,购买第二台。
丽***6,湖南,钻石会员,来自京东iPhone客户端,TRUE,5,2016/12/5 15:07,2016/11/10 8:12,25,1665416,很不错洗衣机，实惠方便。
梓***莹,北京,金牌会员,来自京东iPhone客户端,TRUE,5,2016/12/5 15:05,2016/10/10 11:12,56,1665416,服务很好送货也及时1010买的也很多优惠，家里一直用海尔这个牌子的电器
j***5,湖北,钻石会员,,FALSE,5,2016/12/5 14:57,2016/11/25 8:27,10,1665416,说实话  房子还没装好  没用过  海尔值得信赖
j***g,,银牌会员,,FALSE,5,2016/12/5 13:57,2016/11/11 13:05,24,1665416,好
杨***7,,银牌会员,来自京东Android客户端,TRUE,3,2016/12/5 12:59,2016/11/28 11:08,7,1665416,收到货就试了，漏的满地水，以为是洗衣机的问题，结果是后面没按好，第二天售后就过来出理了，先给三颗星，用一段时间没问题在追加好评吧
y***0,,银牌会员,来自京东iPhone客户端,TRUE,5,2016/12/5 12:47,2016/12/1 18:17,4,1665416,送货很快！洗衣机没有想象中那么好 总体还不错 烘干时间太长了，烘干过程中有胶皮的味道有烟雾 噪音很大 但能接受 。
j***9,上海,金牌会员,来自京东iPhone客户端,TRUE,5,2016/12/5 12:45,2016/10/13 13:40,53,1665416,不错，家用够了
s***y,上海,钻石会员,来自京东Android客户端,TRUE,5,2016/12/5 12:18,2016/11/11 6:42,24,1665416,声音几乎没有，使用程序有待研究
龍***6,安徽,金牌会员,来自京东Android客户端,TRUE,5,2016/12/5 12:07,2016/11/10 10:43,25,1665416,海尔（Haier）EG8012HB86S 8公斤洗烘一体变频滚筒洗衣机  免熨烫烘干 3年质保
1***p,河南,钻石会员,,FALSE,1,2016/12/5 11:57,2016/12/1 0:00,4,1665416,"商品购买回来还没有安装，现在吐糟一下价格，此款商品双十一拍了一次当时价格是3099元，媳妇说房子没有装修好补急买，然后就退了，到12月份房子也装修差不多了,又开始关注此商品，12月1号零点抢购3299元，当时就行肯定是双十一优惠力度最大，错个200月也能接受，下单预约2号送货，结果1号晚上送的货，虽然新房子离租房有点远，想想送货师傅也不容易~就去到新房子哪里接货了，当我回到家打开京东开了一下次商品又能用300元的优惠券了，整个商品下来子要2999,1号一天没有过去价格就这样便宜了300元，问客服一是不鞥退货，二是不能价格保护，给他们扯了半天也没有用，这就是京东，你们就是这样对待你们的消费者的买，最后果断推掉冰箱，本来还想买空调，越想越恼火，京东变价比变脸还要快，作为消费者我们的权益在哪里的，你要是24小时过去了变个价格我还能接受，一天的价格还不同，你们是gupiao市场吗？还又预约的2号送货为什么1号就送过去了，多一天的时间或许我能看到这个价格果断的退订，这个总要给我个解释吧，客服也没有解释，这就是京东，一个忽悠你没有商量的京东！"
魏***4,,金牌会员,,FALSE,5,2016/12/5 11:29,2016/11/11 1:38,24,1665416,很好的产品，喜欢，放心京东
e***e,江苏,钻石会员,来自京东iPhone客户端,TRUE,5,2016/12/5 11:25,2016/11/10 11:00,25,1665416,京东商城就是好，送货快，服务好，关键价格现在也都不贵了，优惠券一直都能领到，提供发票，正品保证，非常非常满意，网购只信赖我东！
战***2,,金牌会员,,FALSE,5,2016/12/5 11:15,2016/12/1 14:32,4,1665416,送货速度快，安装及时；
plbBlRdYOGwB,,银牌会员,来自微信购物,FALSE,4,2016/12/5 10:39,2016/12/2 9:02,3,1665416,功能没弄明白衣服没洗干净，烘干时间太长了，说明书太简单了能详细点吗？
j***2,广东,金牌会员,,FALSE,5,2016/12/5 9:57,2016/10/5 13:41,61,1665416,海尔的洗衣机 一直还是很让人放心的。
o***i,广东,钻石会员,来自京东iPhone客户端,TRUE,5,2016/12/5 9:56,2016/11/11 8:33,24,1665416,送货很快，服务态度很好，商品还没使用，具体要用了才知道！
鱼***水,北京,钻石会员,,FALSE,5,2016/12/5 9:39,2016/11/28 6:58,7,1665416,海尔的质量还是让人放心的，很不错。
少***猫,北京,钻石会员,来自京东Android客户端,TRUE,5,2016/12/5 8:37,2016/11/1 10:42,34,1665416,价格合适!国产大品牌
夏***子,四川,银牌会员,来自京东Android客户端,TRUE,5,2016/12/5 8:06,2016/11/1 8:25,34,1665416,已经用了快一个月才来评价的，很好用，妈妈说这款洗衣机用着太方便了，洗的也干净。
x***3,,金牌会员,来自京东Android客户端,TRUE,5,2016/12/5 6:39,2016/11/2 6:25,33,1665416,很好
yu余国刚,广东,金牌会员,来自京东iPhone客户端,TRUE,5,2016/12/5 5:02,2016/11/11 22:25,24,1665416,这是一次难忘的购物，体验了25天才收到货，日日顺物流的员工都逆天了，我等了20几天居然说我不要就退了，比京东和卖家还厉害，而且还忽悠送货时间，一天推一天，叫她去死吧！！！
吴***7,广东,银牌会员,来自京东Android客户端,TRUE,5,2016/12/5 0:35,2016/12/2 18:15,3,1665416,好用，配送小哥好给力，门小了把门板拆下来抬进去，服务态度非常好，只是用的时候摆了乌龙，水开关没打开，京东的服务挺好的
梦***真,安徽,PLUS会员,来自京东Android客户端,TRUE,5,2016/12/5 0:33,2016/11/10 0:00,25,1665416,海尔的洗衣机没话说，客服好评，京东速度好评
j***5,陕西,钻石会员,来自京东iPhone客户端,TRUE,5,2016/12/4 23:39,2016/11/11 10:21,23,1665416,用着相当不错，同事来家里都觉得好看实用，都想着买呢
我***6,河南,钻石会员,来自京东Android客户端,TRUE,5,2016/12/4 23:31,2016/11/13 13:28,21,1665416,不错使用了挺好的，大品牌值得信赖
C***o,广东,PLUS会员,来自京东Android客户端,TRUE,5,2016/12/4 23:21,2016/11/28 7:41,6,1665416,搞活动买的！东西不错&hellip;
小***0,四川,钻石会员,来自京东iPhone客户端,TRUE,4,2016/12/4 22:22,2016/11/11 6:55,23,1665416,还行吧，看网上有些人买的底护板是铁的，我买的是塑料的！可能是价格不一样吧。
j***c,,钻石会员,来自京东iPhone客户端,TRUE,5,2016/12/4 22:04,2016/11/25 21:26,9,1665416,东西不错
深***木,广东,钻石会员,来自京东iPhone客户端,TRUE,5,2016/12/4 21:59,2016/11/1 8:21,33,1665416,性价比很高，支持海尔！
j***a,,金牌会员,来自京东Android客户端,TRUE,5,2016/12/4 21:33,2016/11/4 22:23,30,1665416,还没用
各***3,黑龙江,钻石会员,来自京东Android客户端,TRUE,5,2016/12/4 21:02,2016/11/1 21:14,33,1665416,已经在使用了，国产的功能很多，不错
小***6,四川,钻石会员,来自京东Android客户端,TRUE,5,2016/12/4 20:35,2016/11/10 13:09,24,1665416,好好好好好好好好好好
1***6,,金牌会员,来自京东iPhone客户端,TRUE,5,2016/12/4 20:33,2016/11/2 11:00,32,1665416,性价比不错
陌***_,广东,金牌会员,来自京东iPhone客户端,TRUE,3,2016/12/4 19:43,2016/12/2 12:09,2,1665416,洗衣粉盒松垮比较厉害。这三星是冲着售后师傅给的，不然给一星了。
1***4,,金牌会员,来自京东iPhone客户端,TRUE,5,2016/12/4 19:18,2016/11/10 23:30,24,1665416,虽然双11购物节送货有些晚了，但是可以理解，相信海尔品牌，小高层的新房配个洗衣带烘干的以备不时之需，包装完好，安装师傅说等洗衣机柜装好再安装洗衣机，随叫随到，相信师傅说的应该有道理，使用后再来追评
j***j,,银牌会员,来自京东iPhone客户端,TRUE,5,2016/12/4 18:48,2016/11/11 12:19,23,1665416,洗衣机很好用，很不错
望***处,湖南,钻石会员,来自京东Android客户端,TRUE,5,2016/12/4 18:20,2016/11/11 6:27,23,1665416,还没有安装，使用完了再评价。
限***哥,北京,金牌会员,来自京东iPhone客户端,TRUE,5,2016/12/4 18:14,2016/12/2 22:44,2,1665416,购物很愉快。送货也很准时。小哥安装的很耐心。使用很方便。没得说必须给5星好评。
u***U,,银牌会员,来自京东Android客户端,TRUE,5,2016/12/4 17:04,2016/11/11 10:46,23,1665416,洗衣机真的很好，双十一抢购的超值，迟些买冰箱还来京东!
j***r,北京,钻石会员,来自京东iPhone客户端,TRUE,5,2016/12/4 16:51,2016/10/12 12:44,53,1665416,很好用，适合有孩子的家庭
今***语,福建,钻石会员,来自京东Android客户端,TRUE,5,2016/12/4 16:24,2016/11/11 8:50,23,1665416,海尔，大品牌，支持海尔，相信京东
j***v,,银牌会员,来自京东iPhone客户端,TRUE,5,2016/12/4 16:12,2016/11/11 21:30,23,1665416,真是不错！
l***5,上海,PLUS会员,来自京东Android客户端,TRUE,5,2016/12/4 16:08,2016/11/10 8:35,24,1665416,送货上门！东西还没用，但是很重，有分量。
j***z,,钻石会员,来自京东Android客户端,TRUE,5,2016/12/4 15:45,2016/11/4 18:38,30,1665416,洗衣机很好，更好的是负责安装调试的工人，帮助把水龙头接好，再接好上水管，说明了注意事项。
j***D,,钻石会员,来自微信购物,FALSE,5,2016/12/4 14:56,2016/12/2 10:21,2,1665416,没有打开没有安装还不知道怎样？先给好评吧
j***x,,金牌会员,来自京东Android客户端,TRUE,5,2016/12/4 14:19,2016/11/11 14:56,23,1665416,很好，非常喜欢
G***8,北京,PLUS会员,来自京东Android客户端,TRUE,5,2016/12/4 14:04,2016/11/10 0:15,24,1665416,送货快价格便宜
曹***8,,PLUS会员,来自京东Android客户端,TRUE,5,2016/12/4 13:13,2016/11/10 17:35,24,1665416,货终于收到了，由于缺货的原因，这次等的太久了。还没有安装，到时候再来晒图。
k***3,,钻石会员,来自京东iPhone客户端,TRUE,5,2016/12/4 13:01,2016/11/10 11:27,24,1665416,价格便宜，性价比高，功能齐全。
j***o,四川,钻石会员,来自京东Android客户端,TRUE,4,2016/12/4 12:21,2016/11/11 1:10,23,1665416,里面有水是不是用过的
y***c,北京,钻石会员,来自京东Android客户端,TRUE,5,2016/12/4 12:10,2016/11/25 0:30,9,1665416,功能很强大，安装人员服务很好。送货很及时。还没用。等用一段时间再评价
j***d,,银牌会员,来自京东Android客户端,TRUE,5,2016/12/4 11:14,2016/11/11 13:24,23,1665416,没有发票怎么联保啊？
刺***m,广东,金牌会员,来自京东iPhone客户端,TRUE,5,2016/12/4 11:06,2016/12/2 17:34,2,1665416,各方面都挺好的，就是打开里面有水，还有一点臭味，洗过一遍水后好了些，但还是有刺鼻的味道
j***l,,金牌会员,,FALSE,5,2016/12/4 10:54,2016/11/10 1:04,24,1665416,洗衣机非常不错！！！！！！！！！！
T***8,,金牌会员,来自京东iPhone客户端,TRUE,5,2016/12/4 10:08,2016/11/10 6:44,24,1665416,还好 目前还可以比实体店划算。现在洗衣服轻松多了  每天都可以很快就干了。
Y***Y,山东,银牌会员,来自微信购物,FALSE,5,2016/12/4 10:02,2016/10/23 14:22,42,1665416,用了一段时间了，还行
j***n,福建,金牌会员,来自京东Android客户端,TRUE,5,2016/12/4 9:47,2016/12/2 16:06,2,1665416,很不错呢，用起来声音也很小
莬***莬,河北,金牌会员,来自京东iPhone客户端,TRUE,5,2016/12/4 9:30,2016/11/11 5:57,23,1665416,产品很好，虽然中间出了点问题，不过都解决了！给个好评吧！
G***8,广东,钻石会员,来自京东Android客户端,TRUE,5,2016/12/4 9:24,2016/11/11 20:32,23,1665416,促消买的，姐说可以噢！
j***f,黑龙江,银牌会员,来自京东Android客户端,TRUE,5,2016/12/4 9:07,2016/11/11 10:39,23,1665416,东西很好，方便，高端大气上档次
魏***会,陕西,金牌会员,来自京东Android客户端,TRUE,5,2016/12/4 8:25,2016/12/1 9:27,3,1665416,满意
孙***6,北京,钻石会员,来自京东iPhone客户端,TRUE,5,2016/12/3 23:41,2016/11/10 11:37,23,1665416,还没有用，习惯好评！
c***g,,银牌会员,来自京东Android客户端,TRUE,5,2016/12/3 22:50,2016/11/10 12:18,23,1665416,性价比超高，双十一抢购的还没用，喜欢的亲双十二不要放弃了
时***o,,金牌会员,来自京东Android客户端,TRUE,5,2016/12/3 22:07,2016/11/1 22:47,32,1665416,还未试用，日后试用了再追评！
汪***子,上海,PLUS会员,,FALSE,5,2016/12/3 21:10,2016/12/1 0:05,2,1665416,带烘干功能的，主要考虑方便，南方一到梅雨季节，一连下几周雨，衣服都干不了，烦。这下好了。方便了。海尔的送货师傅没的说，给个赞。白电，就选洗尔，没错！
攀***大,四川,企业会员,来自京东Android客户端,TRUE,5,2016/12/3 20:42,2016/11/2 11:27,31,1665416,东西好用，就是送货速度太慢了！送货速度太慢了，差点形象售楼部开盘计划，客服专员也是扯淡，打电话一点都不解决问题
c***4,浙江,金牌会员,来自京东iPhone客户端,TRUE,1,2016/12/3 20:30,2016/10/25 22:16,39,1665416,京东就是个骗子，所谓的保价协议只是个幌子，找各种理由不补差价。我买的时候3599，领了300券，成交价3299。双11的时候3099，领券300，成交价2799。客户找各种理由不补500差价，说双11当天没申请保价，说双11当天没下个订单，订单不买可以取消。可是在你的保价说明里面只是说30天内，也没详细的操作要求。在不保价的条款里也没说明。
p***9,广东,钻石会员,来自京东Android客户端,TRUE,5,2016/12/3 20:03,2016/11/11 9:35,22,1665416,海尔的产品质量挺好，8公升的容量感觉一般。上门安装师傅技能熟练，态度好，不推销。售后服务跟踪很及时。产品试用，洗涤效果还可以，静音。支持海尔。
j***e,广东,钻石会员,来自微信购物,FALSE,5,2016/12/3 19:59,2016/12/1 22:49,2,1665416,帮姑妈买的，很抵
j***j,,银牌会员,来自京东Android客户端,TRUE,5,2016/12/3 19:05,2016/11/11 9:25,22,1665416,不错，虽然送货师傅不会安装，说我们不是市区，但与客服沟通很快安排安装了，赞！
冯***粉,江苏,金牌会员,来自京东Android客户端,TRUE,3,2016/12/3 18:55,2016/11/1 12:42,32,1665416,洗衣机用了快一个月了，洗衣服的时候门下面面会有水渗出。洗衣服结束了，门里面有洗衣粉泡沫残留。
无***代,北京,钻石会员,来自京东iPhone客户端,TRUE,5,2016/12/3 18:41,2016/12/1 19:39,2,1665416,新房装修，还未使用，京东自营产品送货就是快
j***b,北京,钻石会员,来自京东iPhone客户端,TRUE,5,2016/12/3 17:14,2016/11/10 17:30,23,1665416,价格很合适，用起来也方便
5***龙,,钻石会员,来自京东Android客户端,TRUE,5,2016/12/3 17:10,2016/12/1 0:01,2,1665416,送货快，服务态度很好，非常详细的示范了。相信海尔，相信京东，马上洗了下衣服，声音很小，洗的很干净。过段时间再追评！
y***1,江苏,PLUS会员,,FALSE,5,2016/12/3 16:54,2016/11/10 21:33,23,1665416,不错
n***7,,银牌会员,来自京东Android客户端,TRUE,5,2016/12/3 16:21,2016/11/11 16:56,22,1665416,洗衣机很不错，海尔的售后也特别棒，整体很喜欢。
学***天,北京,钻石会员,来自京东Android客户端,TRUE,5,2016/12/3 15:51,2016/10/26 18:08,38,1665416,，，，，，，，，，，，，，，，，，，，
j***x,,金牌会员,来自京东Android客户端,TRUE,5,2016/12/3 15:40,2016/11/11 1:25,22,1665416,不错
z***0,北京,PLUS会员,来自京东Android客户端,TRUE,5,2016/12/3 15:31,2016/11/1 18:17,32,1665416,"好评，实惠，送货快，服务好！
洗的干净还有烘干"
i***仔,江苏,钻石会员,来自京东Android客户端,TRUE,5,2016/12/3 15:27,2016/11/25 6:35,8,1665416,洗衣机很实用，总体不错。
西***哥,上海,钻石会员,来自京东Android客户端,TRUE,5,2016/12/3 15:22,2016/11/11 17:42,22,1665416,这回老妈洗衣服可轻松多了，感谢海尔
张***3,北京,金牌会员,来自京东Android客户端,TRUE,5,2016/12/3 15:21,2016/11/11 15:05,22,1665416,洗衣机已收到挺好用的，外观也挺好
z***h,,钻石会员,来自京东Android客户端,TRUE,5,2016/12/3 14:29,2016/11/4 11:39,29,1665416,一直很好的，喜欢！
周***2,北京,钻石会员,来自京东Android客户端,TRUE,4,2016/12/3 13:59,2016/11/10 18:57,23,1665416,不错，用着挺好，洗的挺干净的。
z***4,河北,银牌会员,来自京东iPhone客户端,TRUE,5,2016/12/3 12:53,2016/12/1 14:11,2,1665416,很不错，快递师傅很很好，谢谢
w***2,四川,钻石会员,,FALSE,5,2016/12/3 12:42,2016/11/11 0:37,22,1665416,双11买的，性价比高，外观也漂亮，洗衣机就买海尔
十***6,天津,金牌会员,来自京东Android客户端,TRUE,5,2016/12/3 11:57,2016/11/25 8:00,8,1665416,整体来说不错，每个功能都用了。能省下大把时间干其他的事情。就是，开始有严重的胶皮味，用过几次后，就没有了。
v***0,北京,钻石会员,来自京东iPhone客户端,TRUE,5,2016/12/3 11:53,2016/10/21 10:19,43,1665416,很好，很不错。满意的一次购物。五星
上***人,广东,钻石会员,来自京东Android客户端,TRUE,5,2016/12/3 11:17,2016/11/12 15:26,21,1665416,静音，很好用，安装服务不错。
a***4,山东,钻石会员,来自京东iPhone客户端,TRUE,5,2016/12/3 10:18,2016/11/10 16:53,23,1665416,虽然京东客服一再为赠品的事情反复，配送也拖延了20几天，但客观的讲这台洗衣机我还是满意的，货品质量没问题其他的我也不必太过较真，希望京东能越来越好，别盲目扩张，搞得服务乱七八糟，每个客服貌似都各自为政似的，说法不一致不说，甚至还有不专业的出现
1***m,,银牌会员,,FALSE,4,2016/12/3 10:05,2016/11/11 16:20,22,1665416,第一次用滚筒洗衣机，洗衣过程中内筒看不到水平面正常吗？需要用海尔专用水龙头吗、
jd_58582b18d0969,云南,企业会员,,FALSE,5,2016/12/3 8:54,2016/11/25 0:49,8,1665416,大品牌，好质量，老婆超喜欢
c***f,上海,钻石会员,来自京东Android客户端,TRUE,5,2016/12/3 8:21,2016/11/25 0:01,8,1665416,上一台洗衣机也是海尔，用了八年。京东洗衣机节还是买了海尔。洗衣机漂亮，声音很轻，功能齐全，只是烘干功能不能全自动，要单独调节。给五星。
中***节,,钻石会员,来自京东Android客户端,TRUE,5,2016/12/3 6:51,2016/11/10 0:40,23,1665416,洗衣机很静，比波轮的洗得干净很多，干衣也很好，不过一次不能放太多衣物！
j***c,,金牌会员,来自京东Android客户端,TRUE,5,2016/12/3 4:45,2016/11/11 0:07,22,1665416,声音小，洗的干净，一直信赖海尔这个大品牌
t***g,北京,金牌会员,来自京东Android客户端,TRUE,5,2016/12/3 2:42,2016/9/26 11:05,68,1665416,购买了3+3年延保，感觉不错！
冰***霜,广东,金牌会员,来自京东Android客户端,TRUE,3,2016/12/3 2:08,2016/11/10 23:11,23,1665416,空间够大，但烘干有些慢，而且感觉漂洗不干净，总留有泡沫在门里
古***南,浙江,PLUS会员,来自京东iPhone客户端,TRUE,5,2016/12/3 1:13,2016/11/11 0:03,22,1665416,洗衣挺安静的，超过预期效果很好，可以冬天加热也方便点了，总体满意
j***k,,金牌会员,来自京东Android客户端,TRUE,5,2016/12/3 0:15,2016/12/1 23:26,2,1665416,非常满意
k***妮,江苏,银牌会员,来自京东iPhone客户端,TRUE,5,2016/12/2 23:00,2016/11/10 13:20,22,1665416,妈妈说没有另外收费    等着看用着效果   应该还不错、外观挺好看的
x***3,,金牌会员,来自京东iPhone客户端,TRUE,5,2016/12/2 22:44,2016/11/25 7:04,7,1665416,物流按计划差了一天，声音比较大，没有想象的那么小。
周***丨,四川,银牌会员,来自京东Android客户端,TRUE,5,2016/12/2 22:31,2016/11/25 0:32,7,1665416,还可以
黄***5,河北,银牌会员,来自京东Android客户端,TRUE,5,2016/12/2 22:25,2016/11/28 0:34,4,1665416,质是可以！海尔总部男客服很好，解答各种问题耐心超给力！海尔女客服！sb差差差！海尔总部女客服太不专业！并且抢话！不听顾客说明问题！却少耐心！可能是因为怀孕了吧！情绪不佳！理解！
8***健,,钻石会员,来自京东iPhone客户端,TRUE,5,2016/12/2 22:13,2016/11/11 1:19,21,1665416,外观造型设计不错，送货上门快，质量也好！
龙***成,,银牌会员,来自京东Android客户端,TRUE,3,2016/12/2 21:55,2016/11/5 18:38,27,1665416,好好好好好好好好好好好好好
只***使,浙江,钻石会员,来自京东Android客户端,TRUE,5,2016/12/2 20:52,2016/12/1 0:04,1,1665416,接到快递师傅电话后，已下班了，所以帮忙送到小区，东西稍微开箱检查了一下，还没用。
1***a,广东,金牌会员,,FALSE,5,2016/12/2 20:16,2016/11/25 0:08,7,1665416,洗衣机非常不错我和家里人都非常满意特别赞
t***u,,金牌会员,来自京东Android客户端,TRUE,5,2016/12/2 18:10,2016/11/1 21:33,31,1665416,下水管一定要高于40厘米啊
j***3,河北,钻石会员,来自京东iPhone客户端,TRUE,5,2016/12/2 17:59,2016/11/11 12:07,21,1665416,第一次使用烘干功能，早晨醒来暖暖的，好喜欢
卡***包,,PLUS会员,来自京东iPhone客户端,TRUE,5,2016/12/2 17:59,2016/12/1 11:07,1,1665416,速度很快，妹妹结婚，送的礼物，很好，京东这么快，很满意，海尔售后也方便，京东速度大爱，就是没额度了，换平台买电脑，空调去
j***h,,金牌会员,来自京东Android客户端,TRUE,5,2016/12/2 17:58,2016/12/1 15:37,1,1665416,货物今天下午收到了，因房屋装修未完成，所以还没有开箱。只是下订单购买时出了一点小麻烦，京东客服已答复同意解决，相信京东，相信海尔的产品。
星***猩,四川,钻石会员,,FALSE,5,2016/12/2 16:30,2016/11/1 0:20,31,1665416,家里家电就喜欢用海尔，不会别的，省心。服务态度好。选家电就选海尔
f***6,山东,银牌会员,来自京东iPhone客户端,TRUE,5,2016/12/2 16:18,2016/11/10 23:31,22,1665416,工作人员服务态度很好，耐心的说了使用说明与注意事项，妈妈很满意！
爱***猫,上海,钻石会员,,FALSE,4,2016/12/2 16:13,2016/11/11 9:19,21,1665416,商品还没有拆开还没有安装的，但是对海尔的产品还是比较信赖的。主要就是送货的问题，本来和送货师傅联系的好好的送货的，结果人等从早上8点一直等到晚上8点也没有过送货。真的超级郁闷，浪费了一天的时间。
l***6,,钻石会员,来自京东Android客户端,TRUE,5,2016/12/2 15:37,2016/11/10 8:05,22,1665416,洗衣机效果很好，烘衣服也是很干的，但是唯一让人不爽就是安装师傅不守约，整整等了他两天，安装时防溅板拆下后没有装在底盘上，直接丢在包装箱子里，还说箱子里的都没用了，结果老公直接就把包装箱给扔了，晚上回来自己看说明书，原来洗衣机后边卸下来的防溅板是要装到洗衣机地盘上的，搞得再找丢掉的箱子也找不到，希望地盘没装防溅板洗衣机能不受影响
j***w,,银牌会员,来自京东Android客户端,TRUE,5,2016/12/2 14:41,2016/11/11 19:05,21,1665416,收到宝贝，感觉良好，就是脱水有点抖
j***u,,银牌会员,来自京东iPhone客户端,TRUE,5,2016/12/2 14:35,2016/12/1 7:24,1,1665416,送货快，服务态度好
宏***8,,钻石会员,,FALSE,5,2016/12/2 14:22,2016/11/28 9:36,4,1665416,物美价廉
j***h,,银牌会员,来自京东Android客户端,TRUE,5,2016/12/2 14:10,2016/11/11 19:22,21,1665416,还可以
5***8,,钻石会员,来自京东Android客户端,TRUE,5,2016/12/2 14:05,2016/11/11 14:43,21,1665416,货收到了，不错不错，价格优美，外观挺漂亮，物流很快，满意满意
j***o,江苏,银牌会员,,FALSE,5,2016/12/2 13:45,2016/11/10 13:55,22,1665416,双十一价格还是很给力的，我觉得买支持国产的更好。性能比外国的不差，信价比也高。这款洗衣功能和烘干功能都不错，也很安静，烘干衣服的量不能太多4KG，时间有点长2个半小时，但是效果还可以抖一抖就可以的了。滚筒的省水省电一级能耗比，上排水的设计好不用改装地漏直接放到旁边的地盆里就可以了，水还可以回用洗地，只是排水管设计的有点短。另外加装了一个双头水龙头和一个滚轮底座245.低盘设计太低了，不加底座好像很容易地盘碰到水。
j***o,广东,金牌会员,来自京东iPhone客户端,TRUE,5,2016/12/2 13:44,2016/11/12 8:42,20,1665416,很好！快，漂亮，大小合适！洗的干净
j***爱,,金牌会员,来自京东iPhone客户端,TRUE,5,2016/12/2 13:39,2016/11/11 15:30,21,1665416,外观时尚，功能强大，洗的很干净
y***a,,PLUS会员,来自京东Android客户端,TRUE,5,2016/12/2 13:05,2016/11/10 10:20,22,1665416,双十一买的，帮同事购买的，价格很厚道，质量很可靠
j***x,,钻石会员,来自京东iPhone客户端,TRUE,5,2016/12/2 11:55,2016/11/4 15:30,28,1665416,还没使用，安装好了，好看大气
j***y,广东,银牌会员,来自京东iPhone客户端,TRUE,4,2016/12/2 11:47,2016/11/11 8:45,21,1665416,很不满意的一次购物
罗***二,,钻石会员,来自京东Android客户端,TRUE,5,2016/12/2 11:46,2016/11/11 8:10,21,1665416,安装太慢了！双十一买的电视机，今天才来安装！不能给5星！今天12月2号了！20多天才来安装！
麒***少,广东,钻石会员,来自京东Android客户端,TRUE,5,2016/12/2 11:13,2016/11/5 23:59,27,1665416,帮亲戚买的，很划算，信得过京东的服务海尔的品质！期待使用效果和售后服务！
j***9,,金牌会员,来自京东Android客户端,TRUE,1,2016/12/2 11:06,2016/11/11 9:14,21,1665416,双十一订购昨天才收到货！这一次是在京东上面买东西最失败的一次！送货太晚了！多次联系客服都说在调货最后忍无可忍说要打12315投诉他们才给我说有货了第二天送。。。我也是醉了！必须要投诉才会有货！京东怎么会变成这样？？？一颗星是给海尔的安装师傅，安装师傅态度还是很好的！
j***8,广东,钻石会员,,FALSE,5,2016/12/2 11:05,2016/11/10 23:41,22,1665416,看起来不错，还没有使用
j***0,天津,金牌会员,来自京东Android客户端,TRUE,5,2016/12/2 10:52,2016/11/10 10:37,22,1665416,双十一买的，性价比很高，售后服务及时态度很好。但是，我家阳台门小，洗衣机居然放不进去，后来我打了海尔总部电话，同意说把洗衣机滚筒门拆一下看能不能放进去，可是你们派的这是什么师傅，没个干活的样子，跟个混混一样，约好五点通电话，到了六点半才回复，中间一直不接。来了拿个扳手，带了个改锥，拧了两下，让我老公往里推，刚还没推动，他就说没办法放不进去。退，大家都麻烦。不退，我只能往里放，我甚至想把门拆下来。最后是我和我老公，拆了滚筒门和旋钮，自己一点点挪进去。千万别再给我说免费安装，，还不如不给装。客服一直很客气，就是这个所谓的师傅根本懒得要命啥也不会。
j***3,,银牌会员,来自京东iPhone客户端,TRUE,5,2016/12/2 9:57,2016/11/11 9:50,21,1665416,送货太慢了其它还好，或许是因为双十一单多耽误了，希望下次能快点
星***2,广东,钻石会员,来自京东Android客户端,TRUE,5,2016/12/2 9:44,2016/9/26 10:55,67,1665416,不错哦，用起来很高大上，非常漂亮噶
z***n,四川,钻石会员,来自京东Android客户端,TRUE,5,2016/12/2 9:32,2016/11/11 0:38,21,1665416,很好，烘干效果好
爱***念,,钻石会员,,FALSE,5,2016/12/2 9:25,2016/11/1 9:57,31,1665416,还没用，相信海尔，家里电器都是海尔的~！
j***b,辽宁,金牌会员,来自京东Android客户端,TRUE,5,2016/12/2 8:35,2016/11/25 21:00,7,1665416,相信京东，相信海尔，售后服务好
浪***t,广东,PLUS会员,来自京东Android客户端,TRUE,5,2016/12/2 8:20,2016/11/28 8:19,4,1665416,速度快，师傅上门安装态度很好，
j***b,广东,金牌会员,来自京东Android客户端,TRUE,5,2016/12/2 8:17,2016/10/1 8:26,62,1665416,一般般。。。。
培***9,广东,PLUS会员,来自京东Android客户端,TRUE,5,2016/12/2 7:49,2016/11/11 5:39,21,1665416,双11购买的，海尔洗衣机便宜好用，信得过产品！
v***w,,金牌会员,来自微信购物,FALSE,5,2016/12/2 7:42,2016/11/11 0:47,21,1665416,价格比较实惠
